Id,Title,Episodes,Year,YearStart,YearEnd,TotalYears,EpisodesPerYear,Channel,American company,Technique,IMDb,google_user_rating
612,Geronimo Stilton,52,2009-2012,2009,2012,3,17.33333333,Kabillion,MoonScoop Group,Traditional,7.4,86
771,Iron Man: Armored Adventures,52,2009-2012,2009,2012,3,17.33333333,Nicktoons,Marvel Animation,CGI,6.5,81
809,Justice League,52,2001-2004,2001,2004,3,17.33333333,Cartoon Network,Warner Bros. Animation,Traditional,8.6,90
976,Mickey Mouse Funhouse,52,2021-2024,2021,2024,3,17.33333333,Disney Junior,Disney Television Animation,CGI,5.5,68
1029,¡Mucha Lucha!,52,2002-2005,2002,2005,3,17.33333333,Kids' WB,Warner Bros. Animation,Flash,5.8,89
1045,The Magic School Bus,52,1994-1997,1994,1997,3,17.33333333,PTV,Scholastic Productions,Traditional,7.8,90
1125,Nina's World,52,2015-2018,2015,2018,3,17.33333333,Sprout / Universal Kids,Sprout Originals,Flash,6.5,61
1264,Rainbow Rangers,52,2018-2021,2018,2021,3,17.33333333,Nick Jr. Channel,Genius Brands,CGI,4.1,68
1276,The Replacements,52,2006-2009,2006,2009,3,17.33333333,Disney Channel,Walt Disney Television Animation,Traditional,5.9,82
1309,Rocko's Modern Life,52,1993-1996,1993,1996,3,17.33333333,Nickelodeon,Games Animation,Traditional,7.9,92
1347,Scooby-Doo! Mystery Incorporated,52,2010-2013,2010,2013,3,17.33333333,Cartoon Network,Warner Bros. Animation,Traditional,8.1,95
1471,Spirit Riding Free,52,2017-2020,2017,2020,3,17.33333333,Netflix,DreamWorks Animation Television,CGI,6.5,78
1519,Sonic Boom,52,2014-2017,2014,2017,3,17.33333333,Cartoon NetworkBoomerang,Sega,CGI,6.8,84
1525,Spider-Man (1967),52,1967-1970,1967,1970,3,17.33333333,ABC,Grantray-Lawrence Animation,Traditional,7.3,86
1527,Spidey and His Amazing Friends,52,2021-2024,2021,2024,3,17.33333333,Disney Junior,Marvel Animation,CGI,5.8,66
1627,Turbo Fast,52,2013-2016,2013,2016,3,17.33333333,Netflix,DreamWorks Animation Television,Flash,6.4,79
1714,Wallykazam!,52,2014-2017,2014,2017,3,17.33333333,Nickelodeon,Nickelodeon Animation Studio,CGI,7.8,71
1747,Wild Grinders,52,2012-2015,2012,2015,3,17.33333333,Nicktoons,Home Plate Entertainment,Flash,2.1,59
1785,X-Men: Evolution,52,2000-2003,2000,2003,3,17.33333333,Kids' WB,Marvel Studios,Traditional,7.8,89
1789,Xiaolin Showdown,52,2003-2006,2003,2006,3,17.33333333,Kids' WB,Warner Bros. Animation,Traditional,7.4,93
1816,The Zula Patrol,52,2005-2008,2005,2008,3,17.33333333,PBS Kids,The Hatchery,CGI,6.9,93
1188,The Pink Panther Show,190,1969-1980,1969,1980,11,17.27272727,NBCABC,DePatie-Freleng Enterprises,Traditional,7.6,86
448,DuckTales (2017),69,2017-2021,2017,2021,4,17.25,"Disney XD (2017, 2020-21)Disney Channel (2018-19)",Disney Television Animation,Traditional,8.3,92
1451,Shimmer and Shine,86,2015-2020,2015,2020,5,17.2,Nickelodeon,Nickelodeon Animation Studio,CGI/Flash,5.2,64
207,The Bugs Bunny Show,684,1960-2000,1960,2000,40,17.1,"ABC
CBS",Warner Bros. Cartoons,Traditional,8.6,95
1086,Nella the Princess Knight,68,2017-2021,2017,2021,4,17,Nickelodeon,Nickelodeon Animation Studio,Flash,5,77
1100,The New Adventures of Superman,68,1966-1970,1966,1970,4,17,CBS,FilmationDC Comics,Traditional,7.1,75
302,The Chica Show,51,2012-2015,2012,2015,3,17,Sprout,Sprout Originals,Flash/Live-Action,6.4,64
43,The Adventures of Superboy,34,1966-1968,1966,1968,2,17,CBS,Filmation,Traditional,6,62
51,Alice's Wonderland Bakery,34,2022-2024,2022,2024,2,17,Disney Junior,Disney Television Animation,CGI,6.3,61
175,Bless the Harts,34,2019-2021,2019,2021,2,17,Fox,"Titmouse, Inc.",Flash,5.8,56
346,Captain N: The Game Master,34,1989-1991,1989,1991,2,17,NBC,DIC Entertainment,Traditional,6.3,79
26,The Adventures of Batman,17,1968-1969,1968,1969,1,17,CBS,Filmation,Traditional,7.3,77
29,The Adventures of Gulliver,17,1968-1969,1968,1969,1,17,ABC,Hanna-Barbera,Traditional,7,89
82,The Archie Show,17,1968-1969,1968,1969,1,17,CBS,Filmation,Traditional,6.9,92
187,Bossy Bear,17,2023-2024,2023,2024,1,17,Nick Jr.,Renegade Animation,Flash,8.3,70
393,Dastardly and Muttley in Their Flying Machines,17,1969-1970,1969,1970,1,17,CBS,Hanna-Barbera,Traditional,7.1,91
425,Doctor Dolittle,17,1970-1971,1970,1971,1,17,NBC,DePatie-Freleng Enterprises,Traditional,8,93
523,Fantastic Voyage,17,1968-1969,1968,1969,1,17,ABC,Filmation Associates,Traditional,6.8,86
563,Fred and Barney Meet the Shmoo,17,1979-1980,1979,1980,1,17,NBC,Hanna-Barbera,Traditional,6.3,79
576,The Funky Phantom,17,1971-1972,1971,1972,1,17,ABC,Hanna-Barbera,Traditional,6.4,83
689,Here Comes the Grump,17,1969-1970,1969,1970,1,17,NBC,DePatie-Freleng Enterprises,Traditional,7.4,90
891,Lil' Bush,17,2007-2008,2007,2008,1,17,Comedy Central,Sugarshack Animation,Flash,5.1,81
1176,The Perils of Penelope Pitstop,17,1969-1970,1969,1970,1,17,CBS,Hanna-Barbera,Traditional,6.4,89
1515,The Smokey Bear Show,17,1969-1970,1969,1970,1,17,ABC,Rankin/Bass Enterprises,Traditional,8,90
1708,Wacky Races (1968),17,1968-1969,1968,1969,1,17,CBS,Hanna-Barbera,Traditional,7.5,91
902,Little Einsteins,67,2005-2009,2005,2009,4,16.75,Playhouse Disney,The Baby Einstein CompanyCurious Pictures,Flash,6.3,89
1226,Puppy Dog Pals,117,2017-2024,2017,2024,7,16.71428571,Disney Junior,Wild Canary Animation,CGI,6.8,83
1593,The Tom and Jerry Show (2014),117,2014-2021,2014,2021,7,16.71428571,Cartoon NetworkBoomerang,Warner Bros. Animation,Flash,7.1,88
1101,The New Adventures of Winnie the Pooh,50,1988-1991,1988,1991,3,16.66666667,The Disney Channel,Walt Disney Television Animation,Traditional,7.5,87
1266,Randy Cunningham: 9th Grade Ninja,50,2012-2015,2012,2015,3,16.66666667,Disney XD,"Titmouse, Inc",Flash,6.7,82
1571,The Tex Avery Show,99,1996-2002,1996,2002,6,16.5,Cartoon Network,"MGM Cartoon Studio
Warner Bros. Cartoons",Traditional,6.8,89
462,Descendants: Wicked World,33,2015-2017,2015,2017,2,16.5,Disney Channel,Disney Television Animation,CGI,6.4,74
935,Luna Petunia,33,2016-2018,2016,2018,2,16.5,Netflix,Saban Brands,Flash/Live-Action,6.5,53
1345,Scooby-Doo and Scrappy-Doo (1980),33,1980-1982,1980,1982,2,16.5,ABC,Hanna-Barbera,Traditional,6.3,81
1555,Tarzan and the Super 7,33,1978-1980,1978,1980,2,16.5,CBS,Filmation,Traditional,8.1,86
1556,"Tarzan, Lord of the Jungle",33,1978-1980,1978,1980,2,16.5,CBS,Filmation,Traditional,7.6,77
1020,The Most Popular Girls in School,82,2012-2017,2012,2017,5,16.4,YouTube,Extra Credit Studios,Stop-Motion,8.8,95
514,Family Guy,409,1999-2024,1999,2024,25,16.36,Fox,Fuzzy Door Productions,Traditional,8.1,89
307,Chowder,49,2007-2010,2007,2010,3,16.33333333,Cartoon Network,Cartoon Network Studios,Traditional,7.4,93
110,Alvin and the Chipmunks (2015),130,2015-2023,2015,2023,8,16.25,Nickelodeon,Bagdasarian Productions,CGI,4.5,78
1773,WordGirl,130,2007-2015,2007,2015,8,16.25,"PBS Kids Go! (2007-13)
PBS Kids (2013-15)",Soup2NutsScholastic Entertainment,Flash,7.1,85
41,Adventures of Sonic the Hedgehog,65,1992-1996,1992,1996,4,16.25,Syndication,DIC Entertainment,Traditional,6.3,77
136,The Batman,65,2004-2008,2004,2008,4,16.25,Kids' WB,Warner Bros. Animation,Traditional,7.4,87
697,Higglytown Heroes,65,2004-2008,2004,2008,4,16.25,Playhouse Disney,Wild Brain,CGI,4.9,90
971,Merrie Melodies Starring Bugs Bunny & Friends,65,1990-1994,1990,1994,4,16.25,SyndicationFox Kids,Warner Bros. Animation,Traditional,8.3,93
1559,Taz-Mania,65,1991-1995,1991,1995,4,16.25,Fox Kids,Warner Bros. Animation,Traditional,6.7,86
727,Handy Manny,113,2006-2013,2006,2013,7,16.14285714,Playhouse Disney,Disney Television Animation,CGI,5.6,89
974,Mickey Mouse,96,2013-2019,2013,2019,6,16,Disney Channel,Disney Television Animation,Flash,8.1,84
1050,Martha Speaks,96,2008-2014,2008,2014,6,16,PBS Kids,WGBH,Flash,6.6,92
850,Kung Fu Panda: Legends of Awesomeness,80,2011-2016,2011,2016,5,16,Nickelodeon,DreamWorks Animation TelevisionNickelodeon Animation Studio,CGI,7,89
883,Let's Go Luna!,64,2018-2022,2018,2022,4,16,PBS Kids,Joe Murray Productions,Flash,7.7,76
802,Josie and the Pussycats,32,1970-1972,1970,1972,2,16,CBS,Hanna-Barbera,Traditional,6.2,90
120,Around the World in Eighty Days,16,1972-1973,1972,1973,1,16,NBC,NA,Traditional,6.9,74
388,Danger Rangers,16,2005-2006,2005,2006,1,16,PBS Kids,Educational Adventures,Traditional,7.6,88
499,Eva the Owlet,16,2023-2024,2023,2024,1,16,Apple TV+,NA,CGI,8.3,67
510,Fairfax,16,2021-2022,2021,2022,1,16,Amazon Prime Video,Amazon Studios,Flash,5.4,62
860,Lassie's Rescue Rangers,16,1972-1973,1972,1973,1,16,ABC,Filmation,Traditional,6.6,93
990,Mike Judge 2024s: Tales from the Tour Bus,16,2017-2018,2017,2018,1,16,Cinemax,Judgemental FilmsZipper Bros Films,Traditional/Live-Action,8.6,87
1015,MoonDreamers,16,1986-1987,1986,1987,1,16,Syndication,Sunbow Productions,Traditional,7.8,94
1016,Moon Girl and Devil Dinosaur,16,2023-2024,2023,2024,1,16,Disney Channel,Marvel Animation,Traditional,7.7,66
1031,The Mumbly Cartoon Show,16,1976-1977,1976,1977,1,16,ABC,Hanna-Barbera,Traditional,6.9,86
1115,The New Shmoo,16,1979-1980,1979,1980,1,16,NBC,Hanna-Barbera,Traditional,6.9,87
1172,The Pebbles and Bamm-Bamm Show,16,1971-1972,1971,1972,1,16,CBS,Hanna-Barbera,Traditional,5.6,82
1287,Rickety Rocket,16,1979-1980,1979,1980,1,16,ABC,Ruby-Spears Enterprises,Traditional,7.8,89
1299,The Robonic Stooges,16,1977-1978,1977,1978,1,16,CBS,Hanna-Barbera,Traditional,6.5,84
1344,Scooby-Doo and Scrappy-Doo (1979),16,1979-1980,1979,1980,1,16,ABC,Hanna-Barbera,Traditional,6.3,89
1374,The Skatebirds,16,1977-1978,1977,1978,1,16,CBS,Hanna-Barbera,Traditional,6.2,84
1397,Spider-Woman,16,1979-1980,1979,1980,1,16,ABC,DePatie-Freleng Enterprises,Traditional,5.8,66
1487,Sugar and Toys,16,2019-2020,2019,2020,1,16,Fuse,NA,Flash/Live-action,7.8,64
1572,These Are the Days,16,1974-1975,1974,1975,1,16,ABC,Hanna-Barbera,Traditional,7.4,94
1637,Tarzan and Jane,16,2017-2018,2017,2018,1,16,Netflix,41 Entertainment,CGI,5.2,74
1767,Wonder Showzen,16,2005-2006,2005,2006,1,16,MTV2,PFFR,Flash/Traditional/Live-Action,8.4,76
1768,Wonder Wheels,16,1977-1978,1977,1978,1,16,CBS,Hanna-Barbera,Traditional,5.7,92
551,Foster's Home for Imaginary Friends,79,2004-2009,2004,2009,5,15.8,Cartoon Network,Cartoon Network Studios,Flash,7.6,90
517,Fancy Nancy,63,2018-2022,2018,2022,4,15.75,Disney Junior,Disney Television Animation,CGI,5.4,77
799,JoJo's Circus,63,2003-2007,2003,2007,4,15.75,Playhouse Disney,Cartoon Pizza,Stop-motion,5.1,91
278,Cartoon Alley,47,2004-2007,2004,2007,3,15.66666667,Turner Classic Movies,NA,Traditional,8.1,88
807,Jungle Junction,47,2009-2012,2009,2012,3,15.66666667,Playhouse Disney,Spider Eye Productions,CGI,5.5,96
1560,Team Umizoomi,78,2010-2015,2010,2015,5,15.6,Nick Jr. Channel,Curious PicturesNickelodeon Animation Studio,CGI/Flash,6.1,88
1757,Winx Club (revival series),78,2011-2016,2011,2016,5,15.6,Nickelodeon,Nickelodeon Animation Studio,Traditional,6.1,84
68,The Angry Beavers,62,1997-2001,1997,2001,4,15.5,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.2,93
468,Dog City,31,1992-1994,1992,1994,2,15.5,Fox Kids,The Jim Henson Company,Traditional/Live-Action,7.2,80
905,The Little Mermaid,31,1992-1994,1992,1994,2,15.5,CBS,Walt Disney Television Animation,Traditional,6.7,87
1183,Phred on Your Head Show,31,1999-2001,1999,2001,2,15.5,Noggin,MTV AnimationPossible Worlds,Flash,8.2,86
1669,Ugly Americans,31,2010-2012,2010,2012,2,15.5,Comedy Central,Augenblick Studios,Flash,8,91
1742,Whisker Haven,31,2015-2017,2015,2017,2,15.5,Disney Junior,Disney Publishing,Flash,7.7,84
597,The Garfield Show,107,2009-2016,2009,2016,7,15.28571429,Cartoon NetworkBoomerang,"Paws, Inc.",CGI,5.5,76
1033,Muppet Babies (1984),107,1984-1991,1984,1991,7,15.28571429,CBS,Henson Associates,Traditional,7.5,88
31,The Adventures of Jimmy Neutron: Boy Genius,61,2002-2006,2002,2006,4,15.25,Nickelodeon,O EntertainmentDNA ProductionsNickelodeon Animation Studio,CGI,6.7,86
1784,X-Men: The Animated Series,76,1992-1997,1992,1997,5,15.2,Fox Kids Network,Marvel Entertainment Group,Traditional,8.4,88
1247,Polly Pocket,91,2018-2024,2018,2024,6,15.16666667,Universal KidsNetflix,Mattel Television,Flash,6.1,79
1750,The Wild Thornberrys,91,1998-2004,1998,2004,6,15.16666667,Nickelodeon,Klasky Csupo,Traditional,6.6,90
487,Eek! The Cat,75,1992-1997,1992,1997,5,15,Fox Kids,Film Roman,Traditional,7.2,93
104,The Adventures of Napkin Man!,60,2013-2017,2013,2017,4,15,CBC Kids,Little Airplane Productions,Flash/Live-Action,7.9,77
1118,NFL Rush Zone,60,2010-2014,2010,2014,4,15,Nicktoons,NFL Films,Traditional,6.3,37
91,Augie Doggie and Doggie Daddy,45,1959-1962,1959,1962,3,15,Syndication,Hanna-Barbera,Traditional,6.3,91
1169,The Patrick Star Show,45,2021-2024,2021,2024,3,15,Nickelodeon,"United Plankton Pictures
Nickelodeon Animation Studio",Traditional,3.5,60
69,Animals,30,2016-2018,2016,2018,2,15,HBO,Duplass Brothers Productions,Traditional,7.3,84
96,The Awesomes,30,2013-2015,2013,2015,2,15,Hulu,Bento Box Entertainment,Traditional,7.3,57
206,Bugs Bunny Builders,30,2022-2024,2022,2024,2,15,Cartoonito,Warner Bros. Animation,Traditional,8.1,71
498,Eureka!,30,2022-2024,2022,2024,2,15,Disney Junior,Brown Bag Films,CGI,7.9,84
640,Gotham Girls,30,2000-2002,2000,2002,2,15,warnerbros.com,Warner Bros. Animation,Flash,7.2,96
1002,Mister T,30,1983-1985,1983,1985,2,15,NBC,Ruby-Spears Enterprises,Traditional,5.8,82
1596,Tom Goes to the Mayor,30,2004-2006,2004,2006,2,15,Adult Swim,Williams Street,Stop-motion,6.7,80
1723,Welcome to the Wayne,30,2017-2019,2017,2019,2,15,Nickelodeon,Nickelodeon Animation Studio,Traditional,6.9,81
59,The All-New Super Friends Hour,15,1977-1978,1977,1978,1,15,ANC,Hanna-Barbera,Traditional,7.2,92
352,Cartoon Sushi,15,1997-1998,1997,1998,1,15,MTV,MTV Animation,Traditional/Stop-Motion/CGI/Flash,7.3,82
656,Hailey's On It!,15,2023-2024,2023,2024,1,15,Disney Channel,Disney Television Animation,Traditional,7.2,80
584,G.I. Joe: A Real American Hero (1989),44,1989-1992,1989,1992,3,14.66666667,Syndication,DIC Entertainment,Traditional,7.2,80
476,Doug,117,1991-1999,1991,1999,8,14.625,"Nickelodeon (Seasons 1-4)
ABC (Seasons 5-7)",Jumbo PicturesGames Animation (seasons 1-4)Walt Disney Television Animation (seasons 5-7),Traditional,7.4,89
61,Alvin and the Chipmunks (1983),102,1983-1990,1983,1990,7,14.57142857,NBC,Bagdasarian Productions,Traditional,6.6,89
913,The Littles,29,1983-1985,1983,1985,2,14.5,ABC,DIC Entertainment,Traditional,6.5,89
218,The Backyardigans,130,2004-2013,2004,2013,9,14.44444444,Nickelodeon,Nickelodeon Animation Studio,CGI,7.1,92
472,The Doozers,72,2013-2018,2013,2018,5,14.4,Hulu,The Jim Henson Company,CGI,7.4,69
1158,The Owl House,43,2020-2023,2020,2023,3,14.33333333,Disney Channel,Disney Television Animation,Traditional,8.5,92
1716,Wander Over Yonder,43,2013-2016,2013,2016,3,14.33333333,Disney Channel (2013-14)Disney XD (2014-16),Disney Television Animation,Traditional,7.3,92
178,Blue's Clues,143,1996-2006,1996,2006,10,14.3,Nickelodeon,Nickelodeon Animation Studio,Flash/Live-Action,6.9,86
1307,Rocket Power,71,1999-2004,1999,2004,5,14.2,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,6.8,91
163,Big Hero 6: The Series,56,2017-2021,2017,2021,4,14,Disney Channel,Disney Television AnimationMan of Action Entertainment,Traditional,7.2,82
1119,"Ni Hao, Kai-Lan",42,2008-2011,2008,2011,3,14,Nickelodeon,Nickelodeon Animation Studio,Traditional,5.3,90
1184,Pickle and Peanut,42,2015-2018,2015,2018,3,14,Disney XD,Disney Television Animation,Flash,4.4,67
1096,The New Adventures of the Lone Ranger,28,1980-1982,1980,1982,2,14,CBS,Filmation,Traditional,7.3,90
1168,Party Legends,14,2016-2017,2016,2017,1,14,Viceland,Field Recordings,Flash,7.1,66
1252,Princess Power,14,2023-2024,2023,2024,1,14,Netflix,Atomic Cartoons,CGI,6.2,47
1734,Whatever Happened to... Robot Jones?,14,2002-2003,2002,2003,1,14,Cartoon Network,Hanna-Barbera (pilot)Cartoon Network Studios,Traditional,6.4,91
242,Blue's Clues & You!,69,2019-2024,2019,2024,5,13.8,Nickelodeon,Nickelodeon Animation Studio,CGI/Live-Action,6.8,81
248,Bravest Warriors,82,2012-2018,2012,2018,6,13.66666667,YouTubeVRV,Frederator Studios,Traditional,8.1,70
18,"Ada Twist, Scientist",41,2021-2024,2021,2024,3,13.66666667,Netflix,Netflix Animation,CGI,6.5,54
616,The Ghost and Molly McGee,41,2021-2024,2021,2024,3,13.66666667,Disney Channel,Disney Television Animation,Flash,7.5,83
144,Batwheels,27,2022-2024,2022,2024,2,13.5,Cartoonito,Warner Bros. AnimationDC Entertainment,CGI,6.3,70
312,Class of 3000,27,2006-2008,2006,2008,2,13.5,Cartoon Network,Cartoon Network Studios,Traditional,6.5,91
452,Dungeons & Dragons,27,1983-1985,1983,1985,2,13.5,CBS,Marvel Productions,Traditional,8,95
1057,Mega Man,27,1994-1996,1994,1996,2,13.5,Syndication,Ruby-Spears Enterprises,Traditional,6.6,91
1180,The Peter Potamus Show,27,1964-1966,1964,1966,2,13.5,ABC,Hanna-Barbera,Traditional,6.1,90
1456,Sid the Science Kid,67,2008-2013,2008,2013,5,13.4,PBS Kids,The Jim Henson Company,CGI,5.5,80
1494,SuperNews!,67,2005-2010,2005,2010,5,13.4,Current TV,NA,Flash,7.3,85
161,Big City Greens,80,2018-2024,2018,2024,6,13.33333333,Disney Channel,Disney Television Animation,Traditional,7.5,89
624,"Go, Diego, Go!",80,2005-2011,2005,2011,6,13.33333333,Nickelodeon,Nickelodeon Animation Studio,Traditional,4.3,78
109,Alma's Way,40,2021-2024,2021,2024,3,13.33333333,PBS Kids,Fred Rogers Productions,Flash,8.1,79
196,Bratz,40,2005-2008,2005,2008,3,13.33333333,Fox (4Kids TV),Mike Young Productions,CGI,3.7,96
788,Jellystone!,40,2021-2024,2021,2024,3,13.33333333,HBO Max,Warner Bros. Animation,Flash,6.4,75
805,Jumanji,40,1996-1999,1996,1999,3,13.33333333,UPNSyndication,Adelaide Productions,Traditional,6.3,89
993,Milo Murphy's Law,40,2016-2019,2016,2019,3,13.33333333,Disney XD (season 1)Disney Channel (season 2),Disney Television Animation,Traditional,7.6,84
1017,Moral Orel,40,2005-2008,2005,2008,3,13.33333333,Adult Swim,ShadowMachineWilliams Street,Stop-Motion,8.1,92
1051,Marvel Super Hero Adventures,40,2017-2020,2017,2020,3,13.33333333,Disney Junior,Marvel Animation,Flash,5.7,51
1060,The Mighty B!,40,2008-2011,2008,2011,3,13.33333333,Nickelodeon,Paper Kite ProductionsNickelodeon Animation Studio,Traditional,5.3,80
1238,Pig Goat Banana Cricket,40,2015-2018,2015,2018,3,13.33333333,Nickelodeon,Nickelodeon Animation Studio,Flash,3.3,48
1416,Street Sharks,40,1994-1997,1994,1997,3,13.33333333,Syndication,DIC Entertainment,Traditional,6.2,89
969,Men in Black: The Series,53,1997-2001,1997,2001,4,13.25,Kids' WB,Adelaide Productions,Traditional,6.8,91
1321,Rugrats (1991),172,1991-2004,1991,2004,13,13.23076923,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,7.4,88
1182,Phineas and Ferb,222,2007-2024,2007,2024,17,13.05882353,The Disney Channel,Disney Television Animation,Traditional,8.1,93
157,Between the Lions,130,2000-2010,2000,2010,10,13,PBS Kids,WGBH,Traditional/Live-Action/Flash/CGI,7.1,95
798,Johnny Test,117,2005-2014,2005,2014,9,13,The WB (Kids' WB) (2005-2008)Cartoon Network (2009-2014),Warner Bros. Animation (seasons 1-2),Traditional/Digital ink-and-paint (season 1)/Flash/Adobe Flash (seasons 2-6),5.2,88
321,Codename: Kids Next Door,78,2002-2008,2002,2008,6,13,Cartoon Network,Curious Pictures,Traditional,7.2,94
390,Daria,65,1997-2002,1997,2002,5,13,MTV,MTV Animation,Traditional,8.1,94
1382,Snorks,65,1984-1989,1984,1989,5,13,NBC,Hanna-Barbera,Traditional,6.4,88
1484,Strawberry Shortcake's Berry Bitty Adventures,65,2010-2015,2010,2015,5,13,The Hub / Discovery Family,Splash EntertainmentAmerican Greetings,CGI,6,85
1737,Where on Earth Is Carmen Sandiego?,65,1994-1999,1994,1999,5,13,Fox Kids,DIC Entertainment,Traditional,7.2,91
215,Baby Shark's Big Show!,52,2020-2024,2020,2024,4,13,Nickelodeon,Nickelodeon Animation Studio,Flash,3.1,0
216,Back at the Barnyard,52,2007-2011,2007,2011,4,13,Nickelodeon,Omation Animation StudioNickelodeon Animation Studio,CGI,8.7,87
780,Jakers! The Adventures of Piggley Winks,52,2003-2007,2003,2007,4,13,PBS Kids,Mike Young Productions,CGI,6.8,94
904,The Little Lulu Show,52,1995-1999,1995,1999,4,13,HBO,Golden Book Video,Traditional,7.2,92
1222,The Proud Family,52,2001-2005,2001,2005,4,13,Disney Channel,Jambalaya Studios,Traditional,6.5,85
1410,Static Shock,52,2000-2004,2000,2004,4,13,Kids' WB,Warner Bros. Animation,Traditional,7.3,95
1440,Santiago of the Seas,52,2020-2024,2020,2024,4,13,Nickelodeon,Nickelodeon Animation Studio,CGI,6.7,88
1443,Sealab 2021,52,2001-2005,2001,2005,4,13,Adult Swim,Williams Street70/30 Productions,Flash,7.8,90
1780,Wow! Wow! Wubbzy!,52,2006-2010,2006,2010,4,13,Nickelodeon,Bolder MediaFilm Roman,Flash,6.2,93
343,Camp Candy,39,1989-1992,1989,1992,3,13,NBC,DIC Entertainment,Traditional,6.8,93
358,Charlie's Colorforms City,39,2019-2022,2019,2022,3,13,Netflix,9 Story USA,CGI,6.6,58
888,Life with Louie,39,1995-1998,1995,1998,3,13,Fox Kids,Hyperion Animation,Traditional,8.3,95
